User ID,First Name,Last Name,Country,Phone,Email,SIN,Password
2271,Starlene,Denisovich,Nauru,867-4197,sdenisovich@optonline.net,812998750,tlxMpNa9c%4*h43
3753,Tabbie,Denisovich,Jamaica,429-3936,tdenisovich@msn.com,102331883,jAIRu6**1-wt)
5084,Euell,Denisovich,Slovakia,867-9212,edenisovich@verizon.net,954362813,s&|ES7uQ:%
5186,Rica,Denisovich,Nauru,444-5385,rdenisovich@rocketmail.com,122363763,|pY?}+P`ZjxM
5876,Franky,Denisovich,Chile,908-8643,fdenisovich@tiscali.it,120674102,ij4D0~CfM'6Cq}%s
9407,Noach,Denisovich,Monaco,398-1635,ndenisovich@windstream.net,449330268,O"p0N+
2175,Danella,Denness,Albania,270-8227,ddenness@frontiernet.net,818003975,Zy]]"Xq|9.J]
3118,Rollo,Denness,Rwanda,925-1105,rdenness@charter.net,566625284,m32x/J
3127,Butch,Denness,Malta,209-9793,bdenness@yahoo.co.in,221402370,qNnxgj
4052,Thom,Denness,Cambodia,270-4015,tdenness@blueyonder.co.uk,183946732,*CQ3[RkD[q9Lt_
5098,Gonzales,Denness,Colombia,908-2659,gdenness@gmx.de,455967081,;p.REibzYz>\
6330,Austen,Denness,Montenegro,219-6332,adenness@frontiernet.net,736738873,(96[7%|"o-Ea
6535,Elia,Denness,Nauru,908-3419,edenness@earthlink.net,630400441,h["K=w=b&08+
7414,Rahel,Denness,Pakistan,398-4309,rdenness@mail.ru,296995860,m*IyUd_|<
7562,Paxton,Denness,Georgia,997-1300,pdenness@freenet.de,138187527,mvRf"!u.
8378,Florian,Denness,Bangladesh,997-2088,fdenness@planet.nl,674557403,O2XcVO"pX^E
9400,Daryl,Denness,Grenada,444-2778,ddenness@me.com,531200689,3QjN4>tg12
9481,Katrine,Denness,Uruguay,209-1324,kdenness@windstream.net,278146987,aO1tOb|b
473,Sibilla,Desport,Seychelles,270-7145,sdesport@bluewin.ch,434423763,P&*LV%.y1
1056,Leona,Desport,South Sudan,270-7213,ldesport@mail.com,990400250,zyDsiyqHDn|y(&Zp
1761,Celie,Desport,Zimbabwe,908-3832,cdesport@yandex.ru,229690781,zxEg{m
2923,Trixi,Desport,Portugal,444-2841,tdesport@yahoo.ca,414067736,=Sh(iS)rx<H2
2989,Dede,Desport,Kiribati,925-9557,ddesport@yahoo.co.uk,959409496,iXH;@#rR;269LXXS
3352,Daryl,Desport,Brunei,908-8173,ddesport@ntlworld.com,399846214,[~jp5fSG
5882,Ulrika,Desport,Kenya,867-4196,udesport@gmail.com,280134365,9AE{4_m]O{
8822,Correy,Desport,Egypt,209-7227,cdesport@centurytel.net,282898272,t-"W0[;jXjYOq^
9094,Oliviero,Desport,Paraguay,867-1792,odesport@bigpond.com,210300414,\;es`x-ZF&$p
9390,Alverta,Desport,Turkmenistan,429-6401,adesport@mac.com,937206234,skd6R9[:#vQNqi)
9506,Hadleigh,Desport,Bahrain,444-8129,hdesport@live.nl,702392902,0fdog?=p$l%2`
9667,Alan,Desport,Tunisia,444-2486,adesport@chello.nl,496619860,BmoovIg%j*^Va
743,Rica,Deveraux,Myanmar (formerly Burma),429-2635,rdeveraux@yahoo.com.sg,662511102,x8O`AB1T#<:N{h2
2018,Margarete,Deveraux,Samoa,997-8082,mdeveraux@arcor.de,965563147,<0hpLiuUvAki
4318,Gelya,Deveraux,Israel,908-3733,gdeveraux@yahoo.com,145829205,UVHDVJW:_j.=)U
4667,Carlyn,Deveraux,Ukraine,908-2550,cdeveraux@yahoo.fr,363927307,5;uowI^^&.>RH
5620,Colline,Deveraux,Croatia,209-5567,cdeveraux@yahoo.co.id,600454345,[z;JETAQ?ujhroHT
6001,Hadleigh,Deveraux,Guatemala,209-2075,hdeveraux@googlemail.com,469082711,VuRw7G;R
6929,Brittaney,Deveraux,Saudi Arabia,398-6050,bdeveraux@virgilio.it,595157653,Gd!S1x_efhfm
7267,Gisella,Deveraux,Hungary,398-5941,gdeveraux@windstream.net,373428489,7|u.*;Jo'?f/
9086,Ann-marie,Deveraux,Angola,908-4982,adeveraux@tin.it,968141190,=?Sa$lxR)M
293,Clement,Deverell,Kazakhstan,219-9473,cdeverell@bol.com.br,335225239,BG/8je
359,Godfrey,Deverell,Eritrea,429-8083,gdeverell@msn.com,185206376,~6+EbGe
451,Wyatt,Deverell,Georgia,398-2271,wdeverell@live.co.uk,439054393,v$JspMhf'a7sn
2401,Paulie,Deverell,Timor-Leste,908-7185,pdeverell@ig.com.br,229906343,]\l)~@H1CT
2944,Hadrian,Deverell,South Korea,444-4657,hdeverell@planet.nl,469155580,%+O408*:kk(x1}?
3822,Jarrid,Deverell,Jamaica,219-5885,jdeverell@libero.it,654621197,e\pZ%mL?%<5j]`n
3849,Natala,Deverell,Nepal,444-5296,ndeverell@yahoo.com.mx,344514542,KgC0&d<
4005,Raf,Deverell,Paraguay,925-5518,rdeverell@mail.com,987654034,Dbp;6kK
5205,Ruthi,Deverell,Côte d'Ivoire,429-2011,rdeverell@ig.com.br,873453963,7*>em3;oxoSomb~h
6977,Raf,Deverell,Sudan,997-4165,rdeverell@rocketmail.com,416586721,^TuP@iJH8
7372,Maryjo,Deverell,Italy,219-6515,mdeverell@chello.nl,748232855,WoBg5IC]C$k;f
8666,Selene,Deverell,Lebanon,270-1634,sdeverell@sympatico.ca,835623896,0I4-rRl^K&x
9203,Bevvy,Deverell,Peru,209-7657,bdeverell@optonline.net,730024291,.tQd"dR}
1587,Lynsey,Dewi,Jamaica,219-6110,ldewi@windstream.net,235732243,#0[Y!KsB94IM/l
2229,Gnni,Dewi,Greece,908-7189,gdewi@wanadoo.fr,844855437,|7=(d?/:NR%^DF
2336,Marissa,Dewi,Myanmar (formerly Burma),219-3956,mdewi@zonnet.nl,445853170,jE1bJu5:POZZrvT
3466,Shanon,Dewi,Croatia,867-8917,sdewi@hotmail.com,913613453,c6~AV-(1}j]3e
4566,Rockie,Dewi,Turkmenistan,867-5156,rdewi@ymail.com,725757046,"'S6vJzl
5264,Inez,Dewi,Serbia,209-2197,idewi@cox.net,613704537,6@x<^;
6766,Fifine,Dewi,Solomon Islands,429-3125,fdewi@yahoo.co.id,400388560,6&rm;N5mq*9?
8932,Doretta,Dewi,Latvia,444-1183,ddewi@ymail.com,816486545,"_+6HsGtOI>ihQA3
9041,Major,Dewi,Central African Republic,925-3206,mdewi@yahoo.com.sg,102418130,?V8hnFfhs
9679,Northrup,Dewi,Equatorial Guinea,209-3617,ndewi@terra.com.br,686613712,]4Uatjs
996,Ethan,Dexter,Finland,997-3975,edexter@telenet.be,223301256,m@?Zn(H!wD
2722,Lavinia,Dexter,Indonesia,997-8209,ldexter@gmail.com,960877885,`Z-P+dT\lm+r
2990,Janella,Dexter,Malta,444-6668,jdexter@club-internet.fr,785397375,r]v?=qRBdy\@7i-Q
6598,Farrell,Dexter,Paraguay,997-9120,fdexter@alice.it,592336296,>-CvUVJ1>fNl!
7125,Maybelle,Dexter,France,997-2192,mdexter@juno.com,320757492,)z3Q)&CD7W6]:eYb
7701,Kelcy,Dexter,Colombia,209-6531,kdexter@facebook.com,946800170,N$"`J/7
9687,Ernesta,Dexter,France,444-2719,edexter@bigpond.net.au,340307393,*/%9qU{E<~"g2Y
188,Ginni,Di Pietro,Iraq,209-2098,gdi pietro@hotmail.es,714494665,@}%&_|)k/XrUd@n
3640,Marthena,Di Pietro,Bosnia and Herzegovina,997-2617,mdi pietro@facebook.com,789384629,K"!X[=2ICnJ#
4053,Milton,Di Pietro,Côte d'Ivoire,444-1494,mdi pietro@bigpond.com,892204103,5Z*C8gv&1;Hag?
7395,Aloysia,Di Pietro,Bhutan,925-5469,adi pietro@bluewin.ch,110099605,ccYWN4#
7687,Trish,Di Pietro,Ireland,398-1220,tdi pietro@frontiernet.net,312326533,R(!PZ{QJc
8125,Euell,Di Pietro,Namibia,270-6941,edi pietro@facebook.com,401863177,OL=##+ST(po@
8573,Leila,Di Pietro,Niger,219-7546,ldi pietro@wanadoo.fr,933747169,b#-}!rZ=I)i2
9060,Kevin,Di Pietro,Venezuela,867-5146,kdi pietro@club-internet.fr,691754158,/KwGvN:PW:1S5q&
9097,Matthus,Di Pietro,San Marino,997-8066,mdi pietro@hotmail.es,106782669,r=[iVF
9112,Valdemar,Di Pietro,Equatorial Guinea,270-8083,vdi pietro@virgilio.it,386956909,^JCn!7O&;tI-B3
9202,Rickard,Di Pietro,Samoa,997-1588,rdi pietro@yahoo.com.br,384270885,.X=1w+PV4
861,Anya,Dightham,Portugal,997-4169,adightham@bigpond.net.au,440384643,.u:(MD@Hh.fg'
2821,Whitman,Dightham,Nauru,209-2754,wdightham@live.com,974398188,@CV:+o%[4ax.b5)
5017,Vanya,Dightham,Niger,925-8736,vdightham@yahoo.com.br,328592809,;Nq##T)i
5216,Brittaney,Dightham,Myanmar (formerly Burma),398-2516,bdightham@googlemail.com,122515838,U$#iE8`|
5448,Nichols,Dightham,Uruguay,398-6850,ndightham@live.fr,222462952,(yYN:0^8#0|
6407,Noni,Dightham,Slovakia,219-7791,ndightham@rocketmail.com,524533044,4&dEn1;O^N&lEBv
7413,Eula,Dightham,Saint Lucia,429-2018,edightham@yahoo.co.jp,159084110,&H\PtY[/q/X
8562,Brook,Dightham,Algeria,219-7538,bdightham@ig.com.br,373420669,Cv\`^G.#to`C^T~<
8825,Corinne,Dightham,Greece,925-6694,cdightham@chello.nl,304341377,\|'ox)Gp5vt
1793,Tandy,Dilrew,South Africa,925-5042,tdilrew@yahoo.co.id,329691359,Zy;zFqu5
2202,Les,Dilrew,Vanuatu,444-6406,ldilrew@bluewin.ch,138516765,i>XdrwT3\l|
5990,Dru,Dilrew,Azerbaijan,925-4393,ddilrew@optusnet.com.au,874748224,$6Qcq0
8387,Ahmed,Dilrew,Malta,444-3917,adilrew@bellsouth.net,546461914,LW$P^r
8691,Worth,Dilrew,China,925-8564,wdilrew@planet.nl,803920313,HQ4blPqd0
2544,Uriah,Dimbylow,Zambia,925-8215,udimbylow@yahoo.es,295989515,:|kG64>tGYbkno
4251,Debera,Dimbylow,Singapore,908-7570,ddimbylow@facebook.com,436702408,gRNnQ8
4925,Benjy,Dimbylow,Belize,444-8645,bdimbylow@planet.nl,420135113,p+J.)F
6868,Giuditta,Dimbylow,South Sudan,925-7661,gdimbylow@hotmail.fr,550206880,})il.>D7cZ:Tybe
7405,Grazia,Dimbylow,United Arab Emirates,209-8236,gdimbylow@planet.nl,746963576,nWcQ`gS@w8vVwh
7738,Buddy,Dimbylow,Saint Lucia,398-3334,bdimbylow@planet.nl,601272737,dj#9QlPLe\R(zx
1195,Staford,Dinnies,Israel,997-1096,sdinnies@blueyonder.co.uk,272729940,_6`G_cyeC5eJ)j?
1278,Elvin,Dinnies,El Salvador,429-5893,edinnies@yahoo.com,230688930,1%ia.m
1456,Bel,Dinnies,Cuba,398-5144,bdinnies@arcor.de,816198878,R3NFQ#]h}R(ssz
1602,Carolyne,Dinnies,Netherlands,209-7983,cdinnies@hotmail.de,644328536,1\(mpu)w;
3608,Jerad,Dinnies,United Arab Emirates,867-6648,jdinnies@live.ca,709947313,a}0v-qA'~Mn|
4173,Wakefield,Dinnies,Malaysia,219-5310,wdinnies@yahoo.de,917125414,n?doW%2CI*p
5099,Antoine,Dinnies,Comoros,209-2136,adinnies@yahoo.fr,957328496,10Q"Fz{%
5150,Bel,Dinnies,Tunisia,398-3532,bdinnies@yahoo.com.mx,906369200,UR<1EL
5715,Fleming,Dinnies,Belarus,867-7679,fdinnies@mail.ru,204862125,`?UF0x
7241,Yvor,Dinnies,Ghana,867-9732,ydinnies@sbcglobal.net,102423441,n\3k6sRAP
7347,Dell,Dinnies,Qatar,398-7465,ddinnies@hetnet.nl,870592857,%:-Wv-D9JoIJQg_$
7635,Jean,Dinnies,Armenia,209-3993,jdinnies@yahoo.in,105937479,oFij?h(G*9s"Y
8902,Torey,Dinnies,Syria,429-3056,tdinnies@aol.com,652702900,}om=ewD
97,Northrup,Dionisetto,Dominican Republic,925-5617,ndionisetto@live.com.au,805187192,VTWWHrh!
1148,Kissiah,Dionisetto,Ethiopia,219-7426,kdionisetto@yahoo.fr,530054829,EMPpYcPg-
2931,Wyatt,Dionisetto,Nauru,867-1501,wdionisetto@cox.net,730849297,>%BDGt/
3911,Sheridan,Dionisetto,Central African Republic,997-8683,sdionisetto@yahoo.co.uk,790523170,c>K@{Otz|5~"K
4167,Simeon,Dionisetto,Kazakhstan,398-1027,sdionisetto@outlook.com,319773209,E;.)m?3Y5dE(>I~W
4310,Allyson,Dionisetto,Portugal,209-7065,adionisetto@yahoo.com.ar,241585196,t&CccC#sZ
6174,Darill,Dionisetto,Saint Lucia,209-8808,ddionisetto@home.nl,160489321,Nx@f)4
7542,Rollo,Dionisetto,Sierra Leone,444-3377,rdionisetto@yahoo.co.jp,442889330,YcG;bIh.Bfmd1
7647,Atalanta,Dionisetto,Iceland,925-6525,adionisetto@yahoo.com.br,563641849,\!u&N|
7786,Malissa,Dionisetto,Angola,908-2143,mdionisetto@verizon.net,308442877,)s>')A6L+5rg
9804,Janel,Dionisetto,Sri Lanka,270-7306,jdionisetto@mail.com,191750422,-DxUey
53,Glyn,Disbrow,Estonia,444-8409,gdisbrow@yahoo.ca,904520571,dJZ]x6
461,Rosita,Disbrow,Palestine State,219-3899,rdisbrow@hotmail.de,321955760,j0@iX{-5}6E8xIm
1433,Trixi,Disbrow,Libya,429-3853,tdisbrow@facebook.com,746516884,FL&"fBZ]3WpGg
2683,Emelina,Disbrow,Lithuania,908-8177,edisbrow@yahoo.co.jp,108315067,L)lkjtH
2767,Jacinta,Disbrow,Portugal,908-4908,jdisbrow@hotmail.de,637820504,u:2aASre56xoaxn1
3739,Taber,Disbrow,Laos,270-4338,tdisbrow@centurytel.net,322077028,IyWB&`}t=e"
5246,Stanton,Disbrow,Armenia,997-1928,sdisbrow@comcast.net,188352325,m"L+f_VvW/WZS1`
8574,Doretta,Disbrow,Iceland,925-3400,ddisbrow@gmail.com,346835024,`JqYPWb4'r1D
8848,Tessa,Disbrow,Syria,908-8016,tdisbrow@mail.ru,727154076,T3y8Q~
178,Artur,Disdel,Yemen,270-2454,adisdel@uol.com.br,414978931,Wz0Aw[^;
863,Yves,Disdel,Antigua and Barbuda,209-5019,ydisdel@qq.com,819951300,QAZ:P1&8>Dfz
1320,Ferdie,Disdel,Romania,398-2839,fdisdel@att.net,252158381,i%E/j+.M"{-KOr
1454,Stanton,Disdel,South Sudan,867-8656,sdisdel@skynet.be,594737844,%5q>kEs#RLf=
1697,Guy,Disdel,Togo,209-3616,gdisdel@hetnet.nl,334514503,[X6AvK
3577,Farley,Disdel,Azerbaijan,429-9633,fdisdel@wanadoo.fr,206082192,lW*{\ycZi5
4122,Hans,Disdel,North Macedonia,270-4534,hdisdel@att.net,735502415,6)xd#B^<W
4609,Gene,Disdel,Kazakhstan,925-8761,gdisdel@att.net,234958955,!WH[O$s@(A_
4874,Elia,Disdel,Qatar,209-9318,edisdel@arcor.de,647878175,>054Ud]s_~F`;o'm
6502,Janifer,Disdel,Cyprus,209-6385,jdisdel@web.de,186188720,jcHYyd}|~XgQF^Sr
8294,Bernette,Disdel,Morocco,219-5846,bdisdel@rambler.ru,201440468,g#I&pp?qNiLM
943,Natala,Dockrell,Ghana,997-6814,ndockrell@yahoo.com,578299975,1w5m2!
3529,Yvonne,Dockrell,Yemen,398-1434,ydockrell@frontiernet.net,413648274,x6}lXMO!}ED
3547,Kirby,Dockrell,Algeria,867-3701,kdockrell@rocketmail.com,502268256,fbkN&e2g_X?pj[
3899,Breanne,Dockrell,Democratic Republic of the Congo,429-7018,bdockrell@yahoo.fr,811648030,"WC'Ki$%Axk}YJ(l
6036,Carlin,Dockrell,Poland,908-9914,cdockrell@yahoo.com.sg,183341292,z)'-*F0G
6745,Bing,Dockrell,North Korea,219-2640,bdockrell@live.com.au,549561786,$fZ'b2Ngx@z36)
7784,Libby,Dockrell,Belgium,908-3360,ldockrell@wanadoo.fr,749755717,*^vh&Xr}
8263,Candida,Dockrell,Syria,209-3446,cdockrell@mac.com,522097039,tIm7F{<!YH{F@
8544,Ethan,Dockrell,Spain,209-4779,edockrell@mail.com,716085880,i.0MYpbET^"X
1598,Hakeem,Dominicacci,North Korea,209-9207,hdominicacci@tin.it,188411555,-q;naH"ENt]N>HXB
2741,Thom,Dominicacci,Bangladesh,270-3480,tdominicacci@blueyonder.co.uk,664408696,GQ2$;^7@}RFze!
5372,Tova,Dominicacci,Lithuania,997-2684,tdominicacci@live.fr,121976619,@>oe|}
5795,Sapphire,Dominicacci,Bulgaria,908-9453,sdominicacci@web.de,413834574,x9Vr^+YT{Y
7667,Garvy,Dominicacci,Mozambique,209-5290,gdominicacci@sky.com,108887876,7j_WMY]g\AVW;
8048,Jourdain,Dominicacci,Vietnam,398-8241,jdominicacci@comcast.net,523807416,OJ_k{W
133,Prentiss,Domleo,Qatar,867-5846,pdomleo@optusnet.com.au,898429991,q)&SF>dSR<
837,Berky,Domleo,Solomon Islands,908-2756,bdomleo@rediffmail.com,169543445,A`Yz89HYb[-i:
1059,Sandie,Domleo,United States of America,429-3246,sdomleo@hotmail.fr,242284415,A\Fw)1YQ0A;i
1171,Katherina,Domleo,Madagascar,398-5394,kdomleo@yahoo.com,891247662,|g'An=!HDnx
2108,Don,Domleo,Thailand,908-3038,ddomleo@gmx.net,577095708,kK<Z)}d)}BDNAA
2154,Pete,Domleo,Norway,429-7523,pdomleo@yahoo.in,139519089,lc^g)a2=9c-{(Z<p
2985,Joshia,Domleo,Uganda,429-8161,jdomleo@sbcglobal.net,581175156,8c7GRU@8C
4539,Jermain,Domleo,Ghana,429-4638,jdomleo@comcast.net,612563710,Cvk8ghw|?Z
5922,Selene,Domleo,Malta,270-7290,sdomleo@aliceadsl.fr,386176069,@v`V@C
6348,Jarrid,Domleo,Jordan,867-1603,jdomleo@rediffmail.com,454857513,O_./C6Y$Yru
6966,Vivi,Domleo,Brunei,908-5405,vdomleo@gmx.net,843278798,O:aW'e`
8101,Jacky,Domleo,Romania,908-6968,jdomleo@alice.it,139624945,Orlb0aZ
8533,Rhoda,Domleo,Nepal,908-4795,rdomleo@gmx.de,733185204,WVzqQB8'
277,Janifer,Donett,Bulgaria,867-6060,jdonett@rediffmail.com,399733041,;jws.}Gg'
1555,Cherianne,Donett,Slovakia,429-7158,cdonett@att.net,194810099,ONu4zuI$0NWW
2261,Conrado,Donett,Serbia,270-9321,cdonett@home.nl,433542619,KGT]zok
4753,Svend,Donett,Belgium,398-2560,sdonett@ymail.com,297213513,Y^"Oc`2w{p59_
4957,Sigmund,Donett,Suriname,270-9830,sdonett@home.nl,240402231,!"dz)]d@
6664,Phineas,Donett,Micronesia,997-7063,pdonett@live.it,941565353,)o_3Z^Q
7603,Christoph,Donett,Zimbabwe,867-3760,cdonett@blueyonder.co.uk,865034315,W'>DwFaVbz{g55
9036,Idalia,Donett,Bulgaria,398-7925,idonett@live.co.uk,267822108,|e&ezQ{p
582,Pierrette,Doonican,Colombia,398-9552,pdoonican@juno.com,919291230,k>o&Fu0+k>
2476,Kendrick,Doonican,Libya,429-3466,kdoonican@ymail.com,600889214,s)pt<C`~Bhkt*c
2479,Selene,Doonican,Czechia (Czech Republic),209-4102,sdoonican@laposte.net,777769542,=DvXYP[(XO9
2560,Hussein,Doonican,Burkina Faso,997-6114,hdoonican@virgilio.it,740585404,+-@syA+CV
3266,Arte,Doonican,Togo,398-7196,adoonican@yandex.ru,870260998,&b;=L.F5IvumB
3646,Jase,Doonican,Czechia (Czech Republic),429-2824,jdoonican@sfr.fr,323527900,qCi35|
4538,Beulah,Doonican,Philippines,997-6357,bdoonican@tiscali.it,385458315,U*kG]GO2!
5492,Evania,Doonican,Nauru,429-8662,edoonican@hotmail.co.uk,678293859,KZny})p#mSYP=M
6476,Nial,Doonican,Albania,908-9526,ndoonican@yahoo.co.uk,659182142,[wn~;~[2{N
6503,Cindelyn,Doonican,Jamaica,270-5367,cdoonican@ntlworld.com,209414736,0\)MJ{CP_&
6657,Gelya,Doonican,Mauritania,908-8963,gdoonican@terra.com.br,231774165,Y`JeN7*A;a
6984,Stanislas,Doonican,Tunisia,925-9338,sdoonican@live.nl,622281569,Q)7H&1F
7821,Eula,Doonican,Madagascar,209-5291,edoonican@t-online.de,238976833,.VP51(^dOm(W
8997,Ancell,Doonican,Nepal,429-3780,adoonican@yahoo.es,863636345,<I|\U-d
9267,Maryjo,Doonican,Pakistan,867-3691,mdoonican@yahoo.de,633966525,>Zl6D*1[v
394,Mechelle,Dorken,Czechia (Czech Republic),209-6912,mdorken@laposte.net,296158235,"h(/~:CV\VL'
497,Britney,Dorken,Qatar,997-2322,bdorken@live.com,611919713,K1Ui.75
1221,Stormy,Dorken,Belgium,867-5465,sdorken@arcor.de,286235227,q+3&y\@'x+NJ9yC=
1777,Ezri,Dorken,Oman,867-8945,edorken@juno.com,528074848,f0zX&)j%T
2137,Dirk,Dorken,Italy,908-9237,ddorken@live.ca,444933087,)55J:Hd[W\/
2273,Garreth,Dorken,Philippines,444-3685,gdorken@bigpond.com,754517677,RF]!Oa5a;:5
3901,Andros,Dorken,Cambodia,925-2018,adorken@aliceadsl.fr,449171557,1NkZUrzl#\s_
6470,Lennard,Dorken,Mali,925-5647,ldorken@bigpond.com,206063117,bAZ)ZT"G
6695,Pegeen,Dorken,Iraq,219-2814,pdorken@sfr.fr,563445200,&rH8PS+IAXh1a
6850,Brinn,Dorken,Sweden,925-5680,bdorken@yahoo.com.br,948502074,k{y$+B5Ymc
7319,Gussy,Dorken,Turkmenistan,429-4005,gdorken@aol.com,111072376,ZTeGKb
7745,Bendix,Dorken,Liechtenstein,925-9673,bdorken@yahoo.in,989842388,hh18Uk=2Ual
7746,Darill,Dorken,Senegal,209-3920,ddorken@bellsouth.net,278846280,m.[)t\q
8720,Seka,Dorken,Bahrain,270-8650,sdorken@wanadoo.fr,251859189,<.cH5]%dd<m
8741,Sandie,Dorken,Belgium,398-4135,sdorken@hotmail.com,292978145,[/98;E.*P!'ilR6-
9169,Sephira,Dorken,Iceland,398-2719,sdorken@shaw.ca,667102258,5RqN(MxsX#HCf
1072,Tasia,Dowgill,Suriname,444-9326,tdowgill@yahoo.ca,178376471,h]qMY}M\}p%J|\U)
2773,Katalin,Dowgill,Trinidad and Tobago,398-2775,kdowgill@yahoo.com.au,132880561,%x@z}=Hti0OW
3723,Rickard,Dowgill,Sri Lanka,997-9606,rdowgill@uol.com.br,102799819,jzv6@GQ!>
4314,Mirabel,Dowgill,Peru,867-4818,mdowgill@yahoo.ca,682015421,!9\k^gK
5626,Trstram,Dowgill,Bolivia,908-7578,tdowgill@blueyonder.co.uk,448181596,\Bc}zH+
6293,Rica,Dowgill,Saint Vincent and the Grenadines,925-8999,rdowgill@free.fr,930046236,AIy{S5qd+F%YG]
7129,Doretta,Dowgill,Azerbaijan,908-3740,ddowgill@juno.com,572081100,Z7;s<7eNP/;RdO5
9040,Nessi,Dowgill,Singapore,270-5938,ndowgill@live.com,352562915,)gb2D`9}IF=z&6
9348,Berky,Dowgill,Uganda,867-4822,bdowgill@arcor.de,358673625,VbL4t:FDFbrL9Mlj
9875,Timmy,Dowgill,Saint Kitts and Nevis,429-9461,tdowgill@bigpond.com,705351690,Qg]YOZ}V#
145,Moira,Dowle,Suriname,908-4242,mdowle@hetnet.nl,464382106,Vg)iL*2<e=iC-^d
1204,Brooks,Dowle,Argentina,925-1059,bdowle@yahoo.it,264801311,x[4};|D
2036,Gayelord,Dowle,Grenada,270-3126,gdowle@uol.com.br,241258447,LiT2J$S4G8&
3179,Merrel,Dowle,Japan,209-3404,mdowle@bigpond.net.au,125918318,/v8@$i!<>
3575,Jarret,Dowle,El Salvador,908-5907,jdowle@laposte.net,683404672,bi@#JNNA?7V`83
4391,Dee dee,Dowle,Portugal,867-7760,ddowle@frontiernet.net,104924525,l{MZZI
7460,Halsy,Dowle,Algeria,270-4231,hdowle@aliceadsl.fr,298361495,W.v>QD[RLzaH
7706,Hali,Dowle,Monaco,398-4770,hdowle@yahoo.co.uk,133537507,fP5W?BWvt2/
7885,Britney,Dowle,Finland,219-4803,bdowle@live.fr,661015612,<3a@ww"2Y5cw^O
57,Web,Drakeford,Georgia,429-8893,wdrakeford@telenet.be,171222921,>+{vU1}=
499,Justin,Drakeford,Fiji,908-2203,jdrakeford@zonnet.nl,630965642,+t7`x^v.}#73
2796,Emelina,Drakeford,Saint Vincent and the Grenadines,429-6245,edrakeford@voila.fr,438896008,M3u^;>
3497,Cirstoforo,Drakeford,Croatia,925-2717,cdrakeford@rocketmail.com,976331173,v.|#s3\jJ8<R={w
3557,Lottie,Drakeford,Mexico,429-2189,ldrakeford@yahoo.it,234971438,6X`aEp
4094,Amby,Drakeford,Liberia,908-3461,adrakeford@yahoo.co.jp,166282690,Z(~[Poy[3ONo}
4741,Yves,Drakeford,Djibouti,444-4499,ydrakeford@sfr.fr,289458330,!OH\1~(DQUfvZ
4797,Bernette,Drakeford,Poland,908-4324,bdrakeford@voila.fr,168517610,%7N9\Tq_IueI_jp3
5706,Torrence,Drakeford,Malaysia,997-4544,tdrakeford@yahoo.com.br,156255653,[kI](2}fe)mff
5952,Issiah,Drakeford,Yemen,429-4224,idrakeford@telenet.be,347398130,Q-zLCamjS
6587,Donnie,Drakeford,Nepal,444-7881,ddrakeford@neuf.fr,274017168,qI_PE{J
8254,Alan,Drakeford,Grenada,398-6188,adrakeford@live.com.au,963227588,74{8/s*1
249,Maybelle,Drane,India,429-7652,mdrane@frontiernet.net,302080851,hi"A.0]
1588,Artur,Drane,Dominica,209-8426,adrane@yahoo.com.sg,988002768,3N!'Eq8Y*:$!r
2213,Bevvy,Drane,Guinea-Bissau,908-5695,bdrane@yahoo.co.uk,585259690,kGbBTdQ^6]$
2296,Cari,Drane,Finland,444-8109,cdrane@rambler.ru,333979461,9_2.n1>`.;?U_
2825,Sibilla,Drane,Japan,908-1252,sdrane@qq.com,104355832,Y$lg1yB
4136,Gar,Drane,Senegal,398-5826,gdrane@yahoo.co.uk,130975416,&v6>qpHF8Nz
4966,Douglass,Drane,Somalia,867-1135,ddrane@yahoo.in,890743938,H]@w{Xq9G
5693,Stephi,Drane,Czechia (Czech Republic),398-3608,sdrane@telenet.be,454792462,TF-V<ov
6282,Billy,Drane,Slovakia,219-6815,bdrane@voila.fr,384122502,{4Gq{h
6292,Vincenty,Drane,Oman,398-8897,vdrane@tin.it,297855606,uS@OfYwLRO]GO=:
6511,Hadria,Drane,Cyprus,444-1252,hdrane@tin.it,538397845,@QM1ao^!
6558,Sallyann,Drane,South Africa,925-2054,sdrane@yahoo.co.id,515269332,7C{LDs?N\>Ot
7151,Herbert,Drane,Czechia (Czech Republic),398-8234,hdrane@outlook.com,817725345,@HDUZZe
7280,Aggie,Drane,Philippines,398-9671,adrane@t-online.de,110392339,k:[gw.\KaPl{|g.%
9783,Sorcha,Drane,Switzerland,925-6233,sdrane@yahoo.fr,299358893,=)+2|%e
1520,Rianon,Drees,Liechtenstein,444-1738,rdrees@live.nl,965533686,}_e>=R#k
3893,Guillema,Drees,Montenegro,429-8680,gdrees@freenet.de,122316676,Mk3u7D]26
4004,Torey,Drees,Comoros,908-8579,tdrees@gmx.de,387982860,N5&#Yd=(0J$
4877,Svend,Drees,Nepal,444-8610,sdrees@gmx.de,388219760,mqi7I&81oMM
6785,Nial,Drees,Morocco,398-4901,ndrees@yahoo.ca,947845869,c<2B3Xt9Qs;N6pn
6941,Brinn,Drees,Zambia,997-2460,bdrees@gmx.net,727528483,`|Z&_UyL--es
8723,Susana,Drees,Iraq,429-6128,sdrees@rocketmail.com,286519169,Q.@Rb&7eb~N%%
